brand,model,model_year,milage,fuel_type,transmission,ext_col,int_col,clean_title,price,Accident_Occured,Engine_Capacity,Horse_Power
Cadillac,XTS Luxury,2017,69289.0,Gasoline,6-Speed A/T,Gray,Black,Yes,20997.0,YES,3.6,304.0
Toyota,Highlander Limited,2011,106000.0,Gasoline,5-Speed A/T,White,Gray,Yes,16600.0,YES,3.5,270.0
Lincoln,Navigator Reserve,2020,68000.0,Gasoline,10-Speed A/T,Black,Gray,Yes,55999.0,YES,3.5,450.0
Toyota,Highlander Hybrid Limited Platinum,2019,13828.0,Hybrid,CVT Transmission,Blue,Black,Yes,43000.0,NO,3.5,306.0
Audi,A3 2.0T Tech Premium,2018,39600.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,Yes,26999.0,NO,2.0,220.0
Jeep,Wrangler SE,2003,92000.0,Gasoline,M/T,Gold,Black,Yes,12500.0,NO,2.4,150.0
Toyota,Tacoma SR,2022,5020.0,Gasoline,A/T,Black,Gray,Yes,36500.0,NO,3.5,278.0
Chevrolet,Trailblazer SS,2007,107800.0,Gasoline,A/T,Black,Black,Yes,15000.0,YES,6.0,395.0
Audi,A5 2.0T Premium Plus,2019,23827.0,Gasoline,7-Speed A/T,Gray,Black,Yes,34995.0,NO,2.0,248.0
Audi,A6 55 Premium,2020,25300.0,Hybrid,7-Speed A/T,White,Beige,Yes,39900.0,NO,3.0,335.0
Mercedes-Benz,Sprinter 2500,2016,399000.0,Diesel,5-Speed A/T,Silver,–,Yes,24500.0,YES,3.0,188.0
Porsche,911 Carrera,2005,46200.0,Gasoline,6-Speed M/T,Silver,Black,Yes,49999.0,NO,3.6,325.0
Chevrolet,Corvette Stingray w/2LT,2022,3158.0,Gasoline,8-Speed A/T,Red,Red,Yes,85989.0,NO,6.2,490.0
GMC,Acadia SLE,2021,26000.0,Gasoline,A/T,White,Black,Yes,30900.0,NO,2.0,228.0
Porsche,911 Carrera,2020,12758.0,Gasoline,8-Speed A/T,Silver,Black,Yes,107900.0,NO,3.0,379.0
Chevrolet,Corvette Base,2007,123500.0,Gasoline,Transmission w/Dual Shift Mode,Red,Beige,Yes,27000.0,YES,6.0,400.0
Ford,Mustang GT Premium,2018,26840.0,Gasoline,6-Speed M/T,White,Black,Yes,42500.0,NO,5.0,460.0
Ford,Edge SEL,2021,17836.0,Gasoline,8-Speed Automatic,Silver,Ebony,Yes,31933.0,NO,2.0,329.6911918223632
Cadillac,Escalade Luxury,2012,114500.0,E85 Flex Fuel,A/T,Black,Black,Yes,16100.0,NO,6.2,403.0
Chevrolet,Corvette Stingray w/3LT,2022,5400.0,Gasoline,8-Speed A/T,White,Black,Yes,89900.0,NO,6.2,490.0
Toyota,Corolla LE,2016,17500.0,Gasoline,A/T,Red,Gray,Yes,15100.0,NO,1.8,132.0
Chevrolet,Express 2500 Work Van,2017,56000.0,Gasoline,A/T,Blue,–,Yes,44600.0,NO,4.8,285.0
Chevrolet,Trax LS,2020,20800.0,Gasoline,6-Speed A/T,Black,Beige,Yes,19000.0,NO,1.4,138.0
Volkswagen,Golf Auto TSI S,2015,107543.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,13200.0,NO,1.8,170.0
Nissan,Pathfinder Silver,2012,206000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,5000.0,NO,4.0,266.0
Ford,F-150 Platinum,2018,37100.0,E85 Flex Fuel,10-Speed A/T,Black,Black,Yes,46000.0,NO,5.0,395.0
Land,Rover Range Rover Velar P380 SE R-Dynamic,2019,19813.0,Gasoline,8-Speed A/T,Silver,Beige,Yes,51900.0,NO,3.0,380.0
Kia,Sportage LX,2010,208321.0,Gasoline,A/T,White,Beige,Yes,3500.0,NO,2.7,173.0
Lexus,LS 460 Base,2012,200000.0,Gasoline,Transmission w/Dual Shift Mode,White,Beige,Yes,9995.0,YES,4.6,380.0
MINI,Cooper S Base,2012,66000.0,Gasoline,6-Speed A/T,White,Black,Yes,10999.0,NO,1.6,181.0
Bentley,Bentayga Activity Edition,2018,41000.0,Gasoline,8-Speed A/T,Gray,Gray,Yes,113000.0,NO,6.0,600.0
Volvo,XC60 T6 Inscription,2019,20623.0,Gasoline,A/T,Silver,Black,Yes,36800.0,NO,2.0,330.0
Ford,Explorer Limited,2018,86000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,26900.0,NO,3.5,290.0
Porsche,Cayenne Turbo GT,2022,1766.0,Gasoline,Automatic,Custom Color,Black,unknown,209995.0,NO,3.5,457.763261315602
Mercedes-Benz,G-Class G 550 4MATIC,2016,51354.0,Gasoline,7-Speed A/T,Blue,Black,Yes,73000.0,NO,4.0,416.0
Jeep,Wrangler Unlimited Rubicon 392,2021,38000.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Black,Yes,72980.0,NO,6.4,470.0
Toyota,Avalon Hybrid XLE Premium,2015,161000.0,Hybrid,CVT Transmission,Blue,Gray,Yes,11500.0,NO,2.5,200.0
Nissan,Juke SL,2012,74750.0,Gasoline,CVT Transmission,Black,Black,Yes,12500.0,NO,1.6,188.0
Porsche,911 Carrera 4,2013,67522.0,Gasoline,7-Speed A/T,Gray,Black,Yes,59500.0,YES,3.4,350.0
MINI,Cooper S Base,2012,152000.0,Gasoline,6-Speed A/T,White,Black,Yes,9000.0,NO,1.6,181.0
Subaru,Ascent Touring 7-Passenger,2019,71273.0,Gasoline,CVT Transmission,Black,Brown,Yes,23900.0,NO,2.4,260.0
Subaru,WRX STI Base,2017,37800.0,Gasoline,6-Speed M/T,Blue,Black,Yes,32500.0,NO,2.5,305.0
Land,Rover Range Rover Sport HSE,2019,42000.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,Yes,48990.0,NO,3.0,340.0
Kia,Sorento Plug-In Hybrid SX Prestige,2022,10101.0,Plug-In Hybrid,6-Speed A/T,White,–,Yes,44990.0,NO,1.6,261.0
Chevrolet,Corvette Stingray w/2LT,2022,7900.0,Gasoline,8-Speed A/T,White,Red,Yes,92500.0,NO,6.2,490.0
Tesla,Model 3 Performance,2020,45468.0,Electric,1-Speed A/T,Silver,White,Yes,45999.0,NO,0.0,455.0
Nissan,Armada SV,2017,187141.0,Gasoline,A/T,Black,Black,Yes,16995.0,NO,5.6,390.0
Porsche,Cayenne Turbo S,2014,99100.0,Gasoline,8-Speed A/T,White,Black,Yes,32000.0,NO,4.8,550.0
Subaru,Outback Touring XT,2021,33500.0,Gasoline,CVT Transmission,Blue,Brown,Yes,34000.0,NO,2.4,260.0
Acura,RLX Advance Package,2016,102665.0,Gasoline,6-Speed A/T,Black,Black,Yes,15450.0,NO,3.5,310.0
Ford,Mustang GT,2001,52675.0,Gasoline,5-Speed M/T,Black,Black,Yes,16995.0,NO,4.6,260.0
BMW,330 i xDrive,2017,59203.0,Gasoline,A/T,White,–,Yes,23000.0,NO,2.0,248.0
Mercedes-Benz,SL-Class SL550 Roadster,2009,60100.0,Gasoline,7-Speed A/T,Black,Black,Yes,27000.0,NO,5.5,382.0
Audi,SQ8 4.0T Premium Plus,2021,43238.0,Gasoline,Transmission w/Dual Shift Mode,Black,Red,Yes,76400.0,NO,4.0,500.0
MINI,Cooper S Base,2007,118000.0,Gasoline,A/T,Beige,Black,Yes,3600.0,NO,1.6,172.0
Ford,Mustang EcoBoost,2021,17300.0,Gasoline,10-Speed A/T,Yellow,Black,Yes,31000.0,NO,2.3,310.0
Audi,RS 7 4.0T Prestige,2016,64800.0,Gasoline,8-Speed A/T,White,Brown,Yes,50000.0,NO,4.0,560.0
Mercedes-Benz,GLC 300 GLC 300,2022,1408.0,Gasoline,Automatic,Lunar Blue Metallic,–,unknown,46798.0,NO,3.5,400.8354334660744
Volkswagen,Touareg TDI Lux,2015,15167.0,Diesel,8-Speed A/T,Gold,Black,Yes,35000.0,NO,3.0,240.0
Porsche,Cayenne GTS,2016,64600.0,Gasoline,8-Speed A/T,White,Red,Yes,41000.0,NO,3.6,440.0
Jeep,Grand Wagoneer Series III,2022,31112.0,Gasoline,8-Speed A/T,Black,Black,Yes,83000.0,NO,6.4,471.0
Tesla,Model X 100D,2018,23250.0,Electric,1-Speed A/T,Gray,White,Yes,57000.0,NO,0.0,518.0
MINI,Cooper S Base,2011,63500.0,Gasoline,6-Speed M/T,Silver,Black,Yes,10500.0,NO,1.6,181.0
RAM,1500 Laramie,2022,13464.0,Gasoline,8-Speed Automatic,Diamond Black,Black,unknown,46999.0,NO,5.7,472.0958194783252
Chevrolet,Camaro Base,2001,64776.0,Gasoline,A/T,Black,Gray,Yes,7500.0,NO,3.8,200.0
Jeep,Cherokee X,2022,9601.0,Gasoline,Automatic,Sting Gray Clearcoat,Black,unknown,33498.0,NO,3.2,379.9282827269071
BMW,ALPINA B7 xDrive,2013,135000.0,Gasoline,A/T,Black,Black,Yes,14000.0,YES,4.4,445.0
Volvo,XC90 3.2 Premier Plus,2013,208864.0,Gasoline,6-Speed A/T,White,Beige,Yes,7500.0,YES,3.2,240.0
INFINITI,Q50 3.0T Premium,2016,49872.0,Gasoline,7-Speed A/T,Gray,Black,Yes,21500.0,YES,3.0,300.0
MINI,Cooper Base,2009,90367.0,Gasoline,6-Speed M/T,Red,Black,Yes,9250.0,NO,1.6,118.0
Porsche,911 Carrera 4S,2014,36670.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,Yes,82499.0,NO,3.8,400.0
Jeep,Grand Wagoneer Base,2023,3752.0,Gasoline,8-Speed Automatic,Ember Pearlcoat,Global Black,Yes,84620.0,NO,6.4,518.1305886344744
Lexus,RX 350 Base,2021,30761.0,Gasoline,8-Speed Automatic,Eminent White Pearl,Black,unknown,44950.0,NO,3.5,380.0917883464681
RAM,1500 Laramie,2022,13438.0,Gasoline,8-Speed Automatic,Diamond Black,Black,unknown,46599.0,NO,5.7,471.9683514266817
Jeep,Gladiator Overland,2020,9100.0,Gasoline,8-Speed A/T,Red,Black,Yes,49895.0,NO,3.6,285.0
Chrysler,200 Limited,2017,100600.0,–,A/T,Black,Black,Yes,10000.0,NO,3.5,315.24772921612384
Ford,Fusion Hybrid Base,2011,223824.0,Hybrid,A/T,White,Brown,Yes,4500.0,YES,2.5,156.0
Audi,A6 2.0T Premium Plus,2016,96000.0,Gasoline,8-Speed A/T,Black,Black,Yes,21990.0,NO,2.0,252.0
Chevrolet,Silverado 1500 Z71 Extended Cab,2004,185000.0,Gasoline,4-Speed A/T,Red,Gray,Yes,10500.0,YES,5.3,295.0
Porsche,Taycan Base,2021,6900.0,Electric,2-Speed A/T,White,Beige,Yes,79999.0,NO,0.0,375.0
Honda,Accord Hybrid Touring,2017,96400.0,Hybrid,CVT Transmission,White,Beige,Yes,18500.0,YES,2.0,212.0
RAM,2500 SLT,2018,67865.0,Gasoline,6-Speed A/T,White,Gray,Yes,36500.0,NO,6.4,410.0
Land,Rover Range Rover Sport Supercharged,2015,64300.0,E85 Flex Fuel,Transmission w/Dual Shift Mode,Blue,Black,Yes,44850.0,NO,5.0,550.0
Chevrolet,Colorado ZR2,2018,76500.0,Gasoline,8-Speed A/T,White,Black,Yes,33500.0,NO,3.6,308.0
GMC,Sierra 2500 Denali,2017,96343.0,Diesel,6-Speed A/T,Blue,Beige,Yes,53000.0,YES,6.6,445.0
Subaru,Crosstrek 2.0i Limited,2018,74600.0,Gasoline,Transmission w/Dual Shift Mode,Blue,Black,Yes,24000.0,NO,2.0,152.0
Subaru,Outback 2.5i Limited,2014,157530.0,Gasoline,Automatic CVT,Twilight Blue Metallic,Black,Yes,9995.0,YES,2.5,237.35850181074056
Tesla,Model X Plaid,2022,15000.0,Electric,A/T,White,White,Yes,95999.0,NO,0.0,1020.0
Jeep,Wrangler Unlimited Rubicon,2012,80000.0,Gasoline,A/T,Orange,Black,Yes,30000.0,NO,3.6,285.0
Tesla,Model S 100D,2018,83424.0,Electric,1-Speed A/T,Gray,Beige,Yes,45000.0,NO,0.0,518.0
Mercedes-Benz,C-Class C 300 4MATIC,2021,19000.0,Gasoline,A/T,Blue,Beige,Yes,37999.0,NO,2.0,255.0
Porsche,911 Carrera S,2013,64000.0,Gasoline,7-Speed A/T,Gray,Black,Yes,67000.0,YES,3.8,400.0
Mercedes-Benz,GLS 450 Base 4MATIC,2019,34068.0,Gasoline,9-Speed A/T,White,Beige,Yes,46900.0,NO,3.0,362.0
Buick,Envision Preferred,2021,20104.0,Gasoline,9-Speed Automatic,Burnished Bronze Metallic,Ebony,Yes,33295.0,NO,2.0,328.6299681799428
Nissan,Armada Platinum,2022,8400.0,Gasoline,7-Speed A/T,Red,Beige,Yes,59950.0,NO,5.6,400.0
Porsche,911 Turbo,2021,11938.0,Gasoline,Transmission w/Dual Shift Mode,Black,–,unknown,209000.0,YES,3.8,572.0
Chevrolet,Corvette Stingray w/2LT,2021,24670.0,Gasoline,Transmission w/Dual Shift Mode,White,Brown,Yes,72500.0,NO,6.2,490.0
Ford,Mustang Shelby GT500,2013,16478.0,Gasoline,6-Speed M/T,White,Black,Yes,66400.0,NO,5.8,650.0
Ford,F-150 XL,2018,52500.0,E85 Flex Fuel,A/T,Gray,Gray,Yes,35000.0,NO,5.0,395.0
Porsche,Cayenne Turbo,2004,92500.0,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,Yes,12000.0,NO,4.5,450.0
Mitsubishi,Eclipse Spyder GT,2008,62930.0,Gasoline,A/T,Gray,Black,Yes,10000.0,YES,3.8,260.0
Lexus,GX 470 Base,2007,116600.0,Gasoline,5-Speed A/T,White,Gray,Yes,19975.0,NO,4.7,263.0
Dodge,Dakota Big Horn/Lone Star,2010,172024.0,Gasoline,4-Speed A/T,Red,Brown,Yes,7500.0,YES,3.7,210.0
Jeep,Wrangler Sport,2012,57237.0,Gasoline,A/T,Black,Black,Yes,22500.0,NO,3.6,285.0
Subaru,Outback Limited,2020,44600.0,Gasoline,CVT Transmission,Silver,Gray,Yes,28300.0,NO,2.5,182.0
Jeep,Wrangler Unlimited Rubicon,2013,181830.0,Gasoline,6-Speed M/T,Black,Black,Yes,21000.0,NO,3.6,285.0
Subaru,Ascent Touring 7-Passenger,2021,39948.0,Gasoline,Automatic CVT,Ice Silver Metallic,Black,Yes,36791.0,NO,2.4,333.40455791523345
Ford,F-350 XL,2017,156453.0,Diesel,6-Speed A/T,White,Beige,Yes,40000.0,NO,6.7,440.0
Porsche,Cayenne Turbo S,2014,156193.0,Gasoline,8-Speed A/T,Silver,Black,Yes,36000.0,NO,4.8,550.0
BMW,X1 xDrive28i,2020,27989.0,Gasoline,A/T,Gray,Black,Yes,29000.0,NO,2.0,228.0
Toyota,4Runner Limited,2014,146700.0,Gasoline,5-Speed A/T,Blue,Black,Yes,24999.0,YES,4.0,270.0
GMC,Yukon Denali,2019,88450.0,Gasoline,10-Speed A/T,Black,Beige,Yes,42900.0,YES,6.2,420.0
Toyota,C-HR LE,2020,14065.0,Gasoline,Automatic CVT,Gray,Black,Yes,27671.0,YES,2.0,324.04376832689013
Subaru,Outback Limited XT,2020,36844.0,Gasoline,Automatic CVT,Magnetite Gray Metallic,Black,unknown,30427.0,YES,2.4,328.1768337597259
Chevrolet,Silverado 1500 LT Trail Boss,2020,49000.0,Gasoline,A/T,White,Black,Yes,44900.0,NO,5.3,355.0
BMW,X5 xDrive50i,2013,58000.0,Gasoline,8-Speed A/T,White,Black,Yes,17900.0,NO,4.4,400.0
Audi,A6 55 Prestige,2021,22800.0,Hybrid,A/T,Blue,Brown,Yes,52000.0,NO,3.0,335.0
Subaru,Outback 2.5i Limited,2014,78007.0,Gasoline,A/T,Blue,Black,Yes,14750.0,NO,2.5,173.0
Ford,F-250 King Ranch,2020,36500.0,Diesel,10-Speed A/T,Gray,Brown,Yes,69900.0,NO,6.7,475.0
Honda,CR-V EX,2004,156350.0,Gasoline,A/T,Brown,Beige,Yes,3990.0,YES,2.4,160.0
Lexus,GX 460 Luxury,2021,17710.0,Gasoline,A/T,White,Red,Yes,59000.0,NO,4.6,301.0
Ford,Explorer XLT,2013,149000.0,Gasoline,A/T,Brown,Beige,Yes,7850.0,YES,3.5,290.0
Subaru,Forester 2.5i Limited,2015,90000.0,Gasoline,CVT Transmission,Silver,Gray,Yes,16000.0,NO,2.5,170.0
Ford,Bronco Wildtrak Advanced,2022,9990.0,Gasoline,Transmission w/Dual Shift Mode,Silver,Black,Yes,64500.0,NO,2.7,315.0
Mercedes-Benz,A-Class A 220 4MATIC,2019,28663.0,Gasoline,7-Speed Automatic with Auto-Shift,Jupiter Red,Black,unknown,29500.0,NO,2.0,314.73209616532404
Lexus,NX 200t Base,2015,124250.0,Gasoline,A/T,Gray,Orange,Yes,17900.0,YES,2.0,235.0
Ford,F-250 Lariat,2017,50780.0,Diesel,6-Speed A/T,White,Black,Yes,61000.0,NO,6.7,440.0
Porsche,911 Carrera C4S,2006,65000.0,Gasoline,6-Speed M/T,Blue,Gray,unknown,43000.0,YES,3.8,355.0
Tesla,Model 3 Long Range,2022,22457.0,Electric,Automatic,Midnight Silver Metallic,Black,unknown,40036.0,NO,3.5,388.7294424432439
Toyota,Camry XSE,2022,19361.0,Gasoline,Automatic,Red,Black,unknown,38298.0,NO,3.5,387.09858420944147
BMW,i3 94 Ah,2017,43000.0,Electric,1-Speed A/T,Black,–,Yes,16500.0,NO,0.65,170.0
Ford,F-250 XL SuperCab H/D,1993,115000.0,–,A/T,Red,Gray,Yes,21900.0,NO,3.5,203.7687733387229
Porsche,Taycan Turbo,2020,2076.0,Electric,Automatic,Gray,Red,unknown,115998.0,NO,3.5,415.54744580458646
Porsche,911 GT3,2018,9712.0,Gasoline,7-Speed Automatic with Auto-Shift,Red,Black,unknown,188900.0,NO,4.0,445.89515546604343
Mercedes-Benz,E-Class E55 AMG,2005,131000.0,Gasoline,5-Speed A/T,Gray,Black,Yes,16500.0,NO,5.4,469.0
Toyota,Highlander XLE,2022,31000.0,Gasoline,Transmission w/Dual Shift Mode,Gray,Gray,Yes,43000.0,NO,3.5,295.0
Volvo,S60 Recharge Plug-In Hybrid T8 Inscription,2021,24158.0,Plug-In Hybrid,8-Speed A/T,Gray,Black,Yes,44900.0,NO,2.0,400.0
Audi,A6 3.0T Premium Plus,2016,72865.0,Gasoline,A/T,Black,Black,Yes,22000.0,YES,3.0,333.0
Mercedes-Benz,E-Class E 350 4MATIC,2014,89563.0,Gasoline,7-Speed A/T,Blue,Black,Yes,18995.0,NO,3.5,302.0
Nissan,Juke SL,2012,72639.0,Gasoline,CVT Transmission,Black,Black,Yes,15000.0,YES,1.6,188.0
Mercedes-Benz,CLS-Class CLS 550,2012,79000.0,Gasoline,7-Speed A/T,Black,Black,Yes,19999.0,NO,4.6,402.0
Audi,A3 2.0T Premium,2012,111564.0,Gasoline,6-Speed A/T,White,Black,Yes,11200.0,NO,2.0,200.0
Lexus,GX 460 Base,2018,75000.0,Gasoline,6-Speed A/T,White,Beige,Yes,38095.0,YES,4.6,301.0
Ford,Mustang Premium,2007,169613.0,Gasoline,A/T,Black,Black,Yes,5900.0,YES,4.0,210.0
Honda,Pilot EX-L,2011,175000.0,Gasoline,5-Speed A/T,Black,Gray,Yes,9000.0,NO,3.5,250.0
BMW,540 i,2017,98500.0,Gasoline,8-Speed A/T,Black,Black,Yes,24500.0,NO,3.0,335.0
Chrysler,300 S,2012,53000.0,Gasoline,Transmission w/Dual Shift Mode,Black,Black,Yes,13750.0,YES,3.6,292.0
RAM,2500 Longhorn,2015,72200.0,Diesel,6-Speed A/T,Black,Black,Yes,52500.0,NO,6.7,370.0
Acura,TSX Base,2005,151600.0,Gasoline,6-Speed M/T,Black,Black,Yes,7899.0,NO,2.4,200.0
Lotus,Evora 2+2,2011,20000.0,Gasoline,6-Speed M/T,White,Red,Yes,51000.0,NO,3.5,276.0
Chevrolet,Avalanche 1500 LT,2010,170000.0,E85 Flex Fuel,A/T,Black,Black,Yes,9000.0,YES,5.3,320.0
Ford,F-150 XLT,2019,69800.0,E85 Flex Fuel,10-Speed A/T,Silver,Gray,Yes,34600.0,NO,5.0,395.0
Toyota,Tundra SR5,2020,26300.0,Gasoline,6-Speed A/T,Gray,Gray,Yes,46199.0,YES,5.7,381.0
Honda,Fit Sport,2007,156111.0,Gasoline,Transmission w/Dual Shift Mode,Red,Black,Yes,5200.0,YES,1.5,109.0
Chevrolet,Silverado 2500 LTZ,2016,172600.0,Diesel,A/T,Red,Black,Yes,32500.0,YES,6.6,397.0
Honda,Accord Crosstour EX-L,2010,145000.0,Gasoline,A/T,Green,Black,Yes,9000.0,NO,3.5,271.0
Ford,F-250 XLT Super Duty,2001,64309.0,Gasoline,A/T,White,Gray,Yes,7500.0,NO,5.4,260.0
RAM,1500 TRX,2021,15183.0,Gasoline,8-Speed A/T,Black,Black,Yes,90000.0,NO,6.2,702.0
Buick,Envision Essence,2020,28548.0,Gasoline,6-Speed Automatic,Ebony Twilight Metallic,Ebony,unknown,32063.0,NO,2.5,337.0943343098479
Volkswagen,Atlas 3.6L SEL Premium R-Line,2022,14000.0,Gasoline,8-Speed A/T,Gray,Black,Yes,46900.0,NO,3.6,276.0
Mercedes-Benz,CLS 450 Base,2019,67000.0,Hybrid,Transmission w/Dual Shift Mode,Yellow,Black,Yes,44500.0,NO,3.0,369.0
Jeep,Wrangler Unlimited Sport,2017,84786.0,Gasoline,5-Speed A/T,Gray,Black,Yes,23500.0,NO,3.6,285.0
Mercedes-Benz,S-Class S 63 AMG,2008,93000.0,Gasoline,A/T,Black,Black,Yes,17800.0,NO,6.2,518.0
Hyundai,Genesis Coupe 3.8 Track,2010,127500.0,Gasoline,6-Speed M/T,Blue,Black,Yes,6000.0,YES,3.8,306.0
Ford,Mustang Mach-E GT,2022,8000.0,Electric,1-Speed A/T,Blue,Black,Yes,60999.0,NO,0.0,480.0
GMC,Canyon Elevation Standard,2022,16500.0,Gasoline,8-Speed A/T,Gray,Gray,Yes,32900.0,NO,3.6,308.0
Jaguar,XK Base,2013,55700.0,Gasoline,6-Speed A/T,Black,Black,Yes,27200.0,NO,5.0,385.0
Ford,F-250 LARIAT,2021,42245.0,Diesel,Automatic,Agate Black Metallic,Black,unknown,76598.0,NO,3.5,386.124401438783
Toyota,RAV4 Base,2009,78500.0,Gasoline,4-Speed A/T,Silver,–,Yes,12000.0,NO,2.5,179.0
Ford,Expedition Platinum,2018,48619.0,Gasoline,10-Speed A/T,Gray,White,Yes,51499.0,NO,3.5,400.0
Jeep,Wrangler Unlimited 4xe Sahara,2021,51105.0,Hybrid,8-Speed Automatic,Black Clearcoat,Black,Yes,42700.0,NO,2.0,315.6958789199871
Ford,F-150 XLT,2016,25880.0,E85 Flex Fuel,6-Speed A/T,Red,Gray,Yes,25500.0,NO,3.5,282.0
Tesla,Model S Plaid,2021,20100.0,Electric,A/T,Red,Black,Yes,69995.0,NO,0.0,1020.0
Toyota,Tacoma SR5,2018,25083.0,Gasoline,6-Speed Automatic,Red,Gray,Yes,34955.0,YES,3.5,364.93771958344587
Audi,TT Roadster quattro,2002,69300.0,Gasoline,6-Speed M/T,Gray,Black,Yes,9995.0,YES,1.8,225.0
Toyota,Highlander Hybrid Limited Platinum,2019,46000.0,Hybrid,CVT Transmission,Silver,Black,Yes,40000.0,NO,3.5,306.0
Jeep,Liberty Sport,2008,141485.0,Gasoline,A/T,Black,Gray,Yes,6500.0,YES,3.7,210.0
Toyota,Sequoia Limited,2018,63990.0,Gasoline,6-Speed A/T,White,Gray,Yes,48000.0,YES,5.7,381.0
Ford,Transit-350 Base,2020,19400.0,Gasoline,A/T,White,Black,Yes,58000.0,NO,3.5,310.0
Subaru,BRZ Limited,2013,129858.0,Gasoline,6-Speed A/T,Silver,Black,Yes,13490.0,YES,2.0,200.0
Volvo,XC60 3.2,2012,102000.0,Gasoline,6-Speed A/T,Blue,Beige,Yes,10800.0,NO,3.2,240.0
Subaru,Impreza WRX Sti Special Edition,2010,8700.0,Gasoline,6-Speed M/T,Gray,Black,Yes,39900.0,NO,2.5,305.0
Chevrolet,Bolt EV LT,2018,49279.0,Electric,1-Speed A/T,Red,Gray,Yes,17500.0,NO,0.0,200.0
Chevrolet,Monte Carlo Supercharged SS,2004,148800.0,Gasoline,A/T,Red,Black,Yes,6500.0,NO,3.8,240.0
Cadillac,Escalade Platinum Edition,2012,160249.0,E85 Flex Fuel,A/T,Black,Black,Yes,12900.0,NO,6.2,403.0
Chrysler,300M Base,2004,45000.0,Gasoline,A/T,Gray,Gray,Yes,6000.0,NO,3.5,250.0
Chevrolet,Silverado 2500 LT H/D Extended Cab,2006,169000.0,Diesel,6-Speed A/T,White,Gray,Yes,19500.0,NO,6.6,360.0
Mercedes-Benz,AMG C 63 S,2017,46000.0,Gasoline,7-Speed A/T,Gray,Black,Yes,56000.0,NO,4.0,503.0
Ferrari,488 Spider Base,2019,13900.0,Gasoline,Transmission w/Dual Shift Mode,Red,Black,Yes,315000.0,NO,3.9,660.0
Acura,TLX V6 Tech,2015,38000.0,Gasoline,9-Speed A/T,White,Black,Yes,21900.0,NO,3.5,290.0
Chevrolet,Corvette Z06,2006,42000.0,Gasoline,6-Speed M/T,Orange,Black,Yes,42000.0,NO,7.0,505.0
Lexus,NX 350h Premium,2024,300.0,Hybrid,A/T,Black,Black,Yes,50999.0,NO,2.5,240.0
Mercedes-Benz,SLK-Class SLK 350,2008,120800.0,Gasoline,7-Speed A/T,Red,Beige,Yes,13900.0,NO,3.5,268.0
Jeep,Wrangler Unlimited Sahara,2020,76313.0,Gasoline,8-Speed Automatic,Hellayella Clearcoat,Black,Yes,35234.0,NO,2.0,296.01627304394606
Chevrolet,Silverado 1500 LT,2012,104000.0,E85 Flex Fuel,6-Speed A/T,Blue,Gray,Yes,16500.0,YES,5.3,315.0
Lexus,GX 460 Base,2010,97097.0,Gasoline,A/T,Red,Beige,Yes,22000.0,YES,4.6,301.0
Jeep,Wrangler Unlimited X,2008,136731.0,Gasoline,A/T,Yellow,Gray,Yes,15900.0,NO,3.8,202.0
RAM,1500 Tradesman/Express,2017,40200.0,Gasoline,A/T,Blue,Gray,Yes,24000.0,YES,5.7,395.0
Ford,Explorer ST,2021,39105.0,Gasoline,10-Speed Automatic,Black,–,Yes,44605.0,NO,3.0,358.8281232227855
Mercedes-Benz,G 550 4x4 Squared Base,2017,23567.0,Gasoline,Transmission w/Dual Shift Mode,White,Black,Yes,215000.0,YES,4.0,416.0
BMW,M4 Competition,2021,12500.0,Gasoline,8-Speed A/T,Gray,Blue,Yes,90000.0,YES,3.0,503.0
Chevrolet,Colorado ZR2,2019,38900.0,Gasoline,8-Speed A/T,White,Black,Yes,34700.0,NO,3.6,308.0
Lincoln,Navigator L Select,2016,84272.0,Gasoline,6-Speed A/T,Black,Black,Yes,25221.0,YES,3.5,380.0
Mercedes-Benz,E-Class E 350,2016,58375.0,Gasoline,A/T,White,Beige,Yes,24999.0,NO,3.5,302.0
Ford,Mustang Shelby GT500,2007,7346.0,Gasoline,6-Speed M/T,Red,Black,Yes,40999.0,NO,5.4,500.0
Dodge,Charger SRT8,2008,98231.0,Gasoline,5-Speed A/T,Blue,Black,Yes,15500.0,YES,6.1,425.0
Jaguar,XK Base,2007,56000.0,Gasoline,A/T,White,Beige,Yes,18000.0,NO,4.2,300.0
Honda,Civic EX,2020,13935.0,Gasoline,CVT Transmission,Gray,Black,Yes,26000.0,NO,1.5,174.0
Subaru,Impreza 2.0i,2019,30000.0,Gasoline,CVT Transmission,Gray,Black,Yes,21250.0,YES,2.0,152.0
Saab,9-3 Aero,2009,106000.0,Gasoline,6-Speed A/T,Red,Black,Yes,12950.0,NO,2.8,280.0
BMW,650 Gran Coupe i xDrive,2014,82978.0,Gasoline,8-Speed A/T,Black,White,Yes,18700.0,NO,4.4,445.0
